myroom=МОЯ\nКОМНАТА|Mein \nZimmer
loco.school.3=Теперь я могу после школы встречаться либо с Лизой, либо с Оливией. Они заканчивают в 16. Так что, лучше выходить на час раньше. Стоит запастить деньгами, на всякий случай... баксов 20 хватит, хотя бы на тот же кофе... Да, Оливия свободна обычно по вторникам и пятницам...|Jetzt muss ich mich immer entscheiden, ob ich mit Lisa oder Olivia ausgehen will. Beide sind so gegen 4Uhr fertig, also sollte ich eine Stunde frueher los, damit ich puenktlich da bin. Achja Olivia hat auch nur Dienstags und Freitags Zeit, und ich brauche weiterhin die 20$.
loco.school.4=После уроков я могу встретиться с девчонками. Правда, теперь Оливия всегда занята и лучше её навещать дома, часов в 5 вечера по вторникам и пятницам.|Ich kann kann nach wie vor beide Maedles an der Schule abholen. Olivia ist jetzt jedoch mit ihrem Tutor beschaeftigt und da treffen wir uns stattdessen un 5Uhr bei ihr am Haus.\n\n\n<i><b>Achtung:</b> Du hast das Ende des spielbaren Inhalts für diese Version erreicht.</i>

loco.cafe.name=КАФЕ ВИКИ|Das neue Cafe
loco.cafe.1=Итак, Лиза меня благословила на свидание с Викой. До сих пор не понимаю какой ей в этом интерес. Но упускать возможность я не хочу. Стоит заглянуть к Вике днём. Конечно, нужно взять хотя бы $20, чтобы хватило на пару кружек кофе...|Lisa will mich mit Vicky verkuppeln, keine Ahnung warum sie das will, aber ich spiele erstmal mit. Ich sollte Vicky gegen Mittags besuchen und so 20$ dabei haben, für zwei Kaffee.
loco.cafe.2=Ну что же, путь в кафе для меня открыт. Я могу ходить туда в любой день с 12 до 17 часов. Конечно, не стоит выходить из дома совсем без денег. Думаю, $20 вполне хватит на пару кружек кофе...|Ich kann jetzt jederzeit zu Vicky's Cafe gehen und mit "jederzeit" meine ich von 12-17Uhr. Und ich darf die 20$ für den Kaffee nicht vergessen.

loco.med.name=КЛИНИКА|Krankenhaus
loco.med.1=Современная клиника для изучения и лечения различных проблем в половой сфере. Особенно украшает это место доктор с красивым именем Ева... И не только именем. Стоит сюда иногда заглядывать. Лучше часов в 16-17, так как именно в это время меньше всего других клиентов.|Eine moderne Einrichtung zur Behandlung von verschiedesten sexbedingten Erkrankungen. Das Beste daran oder das Beste darin ist die hübsche Aerztin namens Eve. Ich sollte sie gegen 16-17Uhr besuchen, da sie dann die wenigsten Patienten hat.

loco.oli.name=ДОМ ОЛИВИИ|Olivia's Haus
loco.oli.1=Оливия рада помощи с уроками. Лучше всего приходить по вторникам и пятницам в районе 5 часов вечера.|Olivia freut sich immer auf unsere gemeinsame Nachhilfe. Ich sollte sie Dienstags oder Freitag gegen 5Uhr Nachmittags besuchen.
